앨범ID,곡명,가사
0,나와 함께,"['너무나 지루했던 일', '나에게 털어놔 봐요', '세상 근심 걱정 모두 다', '나를 보며 잊어요', '나를 만나 모든 게 바뀌진 않았나요', '가끔 밖을 보며 웃진 않나요', '조그만 웃음이라도', '내가 더 크게 만들게요', '그걸로 내 마음을 알 수가 있나요', '나의 사랑 모두 다', '나처럼 shake your body', 'shake your love', '예전의 사랑 모두 잊어요', '아팠던 기억 모두 다 크게 감싸줄게요', '믿어요 나의 사랑 whole my love', '아나요 나의 마음 모두', '언제나 네 곁에서 너만을 사랑해', '너무나 답답했던 일', '나에게 털어놔 봐요', '지난 슬픔 모든 아픔은', '나를 보며 잊어요', '나를 만나 이제는 모든 게 바뀌었나요', '이제 행복한 미소를 짓나요', '조그만 슬픔이라면', '내가 모두 가져갈게요', '아무 말도 말아요', '슬픔은 모두 다 나와 같이 나눠요', '나처럼 shake your body', 'shake your love', '예전의 사랑 모두 잊어요', '아팠던 기억 모두 다 크게 감싸줄게요', '믿어요 나의 사랑 whole my love', '아나요 나의 마음 모두', '언제나 네 곁에서 너만을 사랑해', '꿈속에서까지 나타나', '널 기쁘게 해주고 싶은', '나의 사랑을 알고 있죠', '하루 종일 너만 생각하는 날', '믿어요 나의 사랑 whole my love', '아나요 나의 마음 모두', '영원히 너의 곁에서 너를 사랑해']"
0,내 고마운 사랑에게,"['이젠 외롭지 않아요', '나의 곁에서 언제나', '나를 지켜준 그대 함께 있으니', '그대를 처음 보던 날 잊을 수 없죠', '그대의 환한 웃음에 감사드렸어요', '힘든 날도 있었죠', '지쳐 쓰러져도', '또다시 설 수 있었던', '이유가 있었죠 그대', '이제는 내 차례지요', '그대 곁에서 행복한', '웃음 짓도록 지켜 드릴게요', '힘든 날도 있겠죠', '그땐 기억해요', '이제는 내가 아닌 우린 걸 잊지 마요', '눈 감아도 눈물이 나올 때에는 웃어요', '그대 해맑은 웃음 지어봐요', '먼 훗날 우리 사랑이 후회 없도록', '행복만 가득한 추억 되도록', '이 순간이 지나도 꼭 기억해요', '이제는 내가 아닌 우린 걸 잊지 말아요', '입을 열면 눈물이 나올 것 같아', '못한 말 이젠 할게요', '눈 감아 보아요', '사랑해 오늘이 영원하기를']"
0,영혼 (Ghost),"['또 먼 곳만 보네요', '왜 이리 많이 야위었나요', '내가 없어도 잘 지낼 거란', '나와 했었던 약속들 모두 거짓이었나요', '어디쯤에 있을까 또 내 생각에 울진 않을까', '눈물 없이 널 보냈다는 기억에', '너무 야속하다고 원망은 않을까', '그래 가는 너를 위해', '아무것도 할 수 없었던 날', '나조차도 날 용서할 순 없었어', '갈 수 없잖아요 그런 생각 하고 있는데', '언제까지나 그대를 난 떠날 수 없어요', '혼자 있지 말아요', '왜 슬픈 노랠 듣고 있나요', '그대 이럴 줄 알았더라면', '그대 모르게 세상을 떠날 걸 그랬나 봐요', '잊을 수는 있을까', '또다시 사랑할 순 있을까', '혹시 너 아닌 다른 기억마저도', '모두 지워진다면 그럴 수 있을까', '그래 혹시 어딘가에', '너를 아주 많이 닮은 사람 찾는다면', '사랑할 수도 있겠지', '그래선 안돼요 나 아닌 다른 사랑으로', '언제까지나 나보다 더 행복해야 해요', '어떻게 해야 하나요 정말 잊을 수는 없어요', '못다 한 사랑만으로 가슴이 너무 아파요 워', '먼 훗날이 와서 또 내가 기억나게 되면', '눈물 아닌 흐뭇한 미소를 꼭 다시 만나기로 해요']"
0,다짐 (Remix),['']
1,다 줄거야 (Acoustic Ver.),"['그대 내게 다가오는 그 모습', '자꾸 다시 볼 수 없을 것만 같아서', '감은 두 눈 뜨지 못한 거야', '너를 내게 보내준 걸 감사할 뿐이야', '고마울 뿐이야', '많이 외로웠던 거니 그동안', '야와 가는 너를 보며 느낄 수 있어', '너무 힘이 들 땐 실컷 울어', '눈물 속에 아픈 기억 떠나보내게', '내 품에서', '서글픈 우리의 지난날들을', '서로가 조금씩 감싸줘야 해', '난 네게 너무나도 부족하겠지만', '다 줄 거야 내 남은 모든 사랑을', '많이 지쳐있던 거야 그동안', '자꾸 야와 가는', '너를 보며 느낄 수 있어', '너무 힘이 들 땐 실컷 울어', '눈물 속에 아픈 기억 떠나보내게', '내 품에서', '서글픈 우리의 지난날들을', '서로가 조금씩 감싸줘야 해', '난 네게 너무나도 부족하지만', '다 줄 거야 내 남은 모든 사랑을', '난 네게 너무나도 부족하지만', '다 줄 거야 내 남은 모든 사랑을']"
1,널 마지막 보던 날,"['잠든 널 난 깨울 수 없었어', '웃으며 보낼 순 없기에', '널 위해 내가 할 수 있는 건', '나 사는 동안 널 잊어주는 것', '널 마지막 보던 날', '배웠던 눈물도 참아 냈지만', '나 없이도 행복한 너를 보고', '난 울어 버렸어', '미안해 이젠 걱정하지 마', '우리 사랑했던 기억이', '짐이 되질 않기를', '매일 기도할 뿐이야', '다시 이별 없는 세상에', '사랑할 수 있다면', '내가 먼저 가 널 기다릴게', '널 마지막 보던 날 배웠던', '눈물도 참아냈지만', '나 없이도 행복한 소식 듣고', '난 울어 버렸어', '미안해 이젠 걱정하지 마', '우리 사랑했던 기억이', '짐이 되지 않기를', '매일 기도할 뿐이야', '다시 이별 없는 세상에', '널 가질 수 있다면 견딜 수 있어', '용서해 너의 슬픈 눈빛도', '우리 많은 날들까지도', '너를 위해 잠시만 잊고 살 뿐이야', '다시 이별 없는 세상에', '사랑할 수 있다면']"
1,가장 가까운 곳에,"['어색한 웃음 이젠 짓지 마', '나도 많이 힘들어', '마지막이라면 너를', '다시 내 품에 안겠지만', '나 자신보다 사랑한대도', '이젠 소용없겠지', '내게는 너무 가까운', '그런 사람의 연인인 너', '눈물보다 가까운 현실을', '넘어서는 그런 사랑까지는', '난 기대하지도 않았지만', '내 남은 삶의 모든 것을 네게 주면', '너만은 나 너만을 지킬 줄 알았어', '너 없이 다시 사랑한대도', '나는 너를 포기한 게 아니야', '내가 필요할 땐 언제나', '날 불러줘 너에게 달려갈게', '난 지금 여기 있어 너의', '가장 가까운 곳에', '눈물보다 가까운 현실을', '넘어서는 그런 사랑까지는', '난 기대하지도 않았지만', '내 남은 삶의 모든 것을 네게 주면', '너만은 나 너만을 지킬 줄 알았어', '너 없이 다시 사랑한대도', '나는 너를 포기한 게 아니야', '내가 필요할 땐 언제나', '날 불러줘 너에게 달려갈게', '너 없이 다시 사랑한대도', '나는 너를 포기한 게 아니야', '내가 필요할 땐 언제나', '날 불러줘 너에게 달려갈게', '난 지금 여기 있어 너의', '가장 가까운 곳에', '가장 가까운 곳에']"
1,너와 함께,"['매일 같은 곳에 가면 너를 볼 수 있었지', '길게 늘어진 너의 머릿결', '나의 맘을 모두 빼앗겼어', '애써 숨기려고 해도 내 입가엔 미소가', '나도 모르게 널 찾고 있었지', '길을 잃은 어린아이처럼', '너에게 많은 걸 바라진 않아', '그냥 지켜볼 뿐이지', '하지만 나를 위해', '조금씩만 너의 얘길 들려줘', '너를 처음 만난 날을 기억해', '햇살 가득했던 오후를', '멋진 음악이 흐를 때면', '그냥 난 너를 떠올렸었지', '애써 숨기려고 해도 내 입가엔 미소가', '나도 모르게 널 찾고 있었지', '길을 잃은 어린아이처럼', '너에게 많은 걸 바라진 않아', '그냥 지켜볼 뿐이지', '하지만 나를 위해 조금씩만', '너의 얘길 들려줘', '너를 처음 만난 날을 기억해', '햇살 가득했던 오후를', '멋진 음악이 흐를 때면', '그냥 난 너를 떠올렸었지', '너와 함께 하는 모든 날들', '내겐 소중한 선물인걸', '모든 걸 네게 주고 싶어', '항상 날 위해 웃음 지어줘', '너와 함께 하는 모든 날들', '내겐 소중한 선물인걸', '모든 걸 네게 주고 싶어', '항상 날 위해 웃음 지어줘', '너와 함께 하는 모든 날들', '내겐 소중한 선물인걸', '모든 걸 네게 주고 싶어', '항상 날 위해 웃음 지어줘']"
1,다다다,"['내가 알고 있는 건 내가 믿고 있는 건', '널 향한 나의 마음뿐', '말하지 않아도 느낄 수 있는 건', '서로가 소중해져 가고 있기 때문에', '네가 믿고 있는 건 네가 알고 있는 건', '널 향한 나의 사랑뿐', '말하지 않아도 느낄 수 있는 건', '서로가 익숙해져 가고 있기 때문에', '나는 너에게 너는 나를 향해', '조금 더 많은 걸 원했었지만', '우리는 항상 서로 다른 길로', '이제는 하나둘씩 멀어져 가고', '다다다 다다다다 너무 늦은걸', '다다다 다다다다 이젠 너무 늦은걸', '나는 너에게 너는 나를 향해', '조금 더 많은 걸 원했었지만', '우리는 항상 서로 다른 길로', '이제는 하나둘씩 멀어져 가고', '다다다 다다다다 너무 늦은걸', '다다다 다다다다 이젠 너무 늦은걸', '마음을 열어 이해할 수 있다면', '우리 앞에 놓인 많은 문제들은', '이제는 하나둘씩 멀어져 가고', '다다다 다다다다 너무 늦은걸', '다다다 다다다다 이젠 너무 늦은걸', '다다다 다다다다 너무 늦은걸', '다다다 다다다다 이젠 너무 늦은걸']"
1,내 힘겹던 날,"['내 힘겹던 날', '긴 어둠 속으로 다 흩어져 가고', '넌 내게 말했지', '시간이 흐르면 잊힐 거라고', '가슴속에 묻어둔 알 수 없는 슬픔', '이슬처럼 내려와 강물 되어 흘러가네', '난 알아 내게 남아있는 그대 향한 그리움', '표현할 순 없겠지만', '먼 훗날 그대 다시 만나 얘기할 수 있다면', '나 영원히 그댈 따르리', '가슴속에 묻어둔 알 수 없는 슬픔', '빗물처럼 내려와 흰 눈 되어 쌓여가네', '난 알아 내게 남아있는 그대 향한 그리움', '표현할 순 없겠지만', '먼 훗날 그대 다시 만나 얘기할 수 있다면', '나 영원히 그댈 따르리', '시간이 갈수록 깊어져 가는 건', '이젠 조금씩 익숙해져 가는 슬픔', '난 알아 내게 남아있는 그대 향한 그리움', '표현할 순 없겠지만', '먼 훗날 그대 다시 만나 얘기할 수 있다면', '나 영원히 그댈 따라서', '소리쳐 그대 이름 다시 부를 수만 있다면', '들을 수는 없겠지만', '먼 훗날 그대 다시 만나 얘기할 수 있다면', '나 영원히 그댈 부르리']"
1,이해할게,"['너의 손을 잡고서', '거닐 사람 있는지', '지금 헤어졌어도', '다시 보고픈 사람 있는지', '네가 아플 때에도', '대신 아파해주고', '항상 너의 사진을', '품고 다니는 사람 있는지', '슬퍼도 이해해 줄게', '우리 지난날 잊는다 해도', '이제는 너의 곁에서', '돌봐 줄 수가 나는 없잖아', '걱정이 돼요', '이젠 그 누구에게', '소개 하고픈 사람 있는지', '슬퍼도 이해해 줄게', '우리 지난날 잊는다 해도', '이제는 너의 곁에서', '돌봐 줄 수가 나는 없잖아', '슬퍼도 그러길 바라', '너는 외로움 몰았으면 해', '나처럼 어떤 누구도', '사랑 못하면 그러면 안 돼', '나처럼 네가 외롭고', '매일 어렵게 잠든다면', '나는 더 슬플 테니']"
1,다 줄거야 (SEQ Ver.),"['그대 내게 다가오는 그 모습', '자꾸 다시 볼 수 없을 것만 같아서', '감은 두 눈 뜨지 못한 거야', '너를 내게 보내준 걸 감사할 뿐이야', '고마울 뿐이야', '정말 많이 외로웠던 거니 그동안', '야와 가는 너를 보며 느낄 수 있어', '너무 힘이 들 땐 실컷 울어', '눈물 속에 아픈 기억 떠나보내게', '내 품에서', '서글픈 우리의 지난날들을', '서로가 조금씩 감싸줘야 해', '난 네게 너무나도 부족하겠지만', '다 줄 거야 내 남은 모든 사랑을', '많이 지쳐있던 거야 그동안', '자꾸 야와 가는 너를 보며 느낄 수 있어', '너무 힘이 들 땐 실컷 울어', '눈물 속에 아픈 기억 떠나보내게', '내 품에서', '서글픈 우리의 지난날들을', '서로가 조금씩 감싸줘야 해', '난 네게 너무나도 부족하지만', '다 줄 거야 내 남은 모든 사랑을', '서글픈 우리의 지난날들을', '서로가 조금씩 감싸줘야 해', '난 네게 너무나도 부족하지만', '다 줄 거야 내 남은 모든 사랑을']"
1,언제나 우린 함께,"['늘 쉼 없는 너의 관심 속에', '오늘도 난 하루를 마치고', '이끌려가듯 너를 향해', '마음을 열어가는 나의 시간들', '비 온 뒤 개인 안개처럼', '상큼한 너의 그 미소들은', '언제나 내게', '힘을 주는 거란 걸 넌 알고 있니', '뭐라고 표현할 순 없지만', '자꾸만 난 네게 빠져드는 것 같아', '조금씩 다가와서', '모든 걸 잃어가던 날', '다시 한 번 찾게 해', '햇살 가득한 날', '함께하던 우리의', '다정스러운 모습들을 기억해', '꿈속에서 보던', '아름다운 얘기들을', '언제라도 다시 한번 내게 보여줘', '뭐라고 표현할 순 없지만', '자꾸만 난 네게 빠져드는 것 같아', '조금씩 다가와서', '모든 걸 잃어가던 날', '다시 한 번 찾게 해', '햇살 가득한 날', '함께하던 우리의', '다정스러운 모습들을 기억해', '꿈속에서 보던', '아름다운 얘기들을', '언제라도 다시 한번 내게 보여줘', '항상 같은 곳에', '나를 위해 있어줘', '너와 함께 하는', '나의 모습 간직할게', '사랑한단 말', '처음처럼 네게 자주 하진 못하지만', '나의 마음은', '너를 담은 가슴이', '더욱 커지고 있어', '햇살 가득한 날', '함께하던 우리의', '모습들을 기억해', '꿈속에서 보던', '아름다운 얘기들을', '언제라도 다시 한번 내게 보여줘', '항상 같은 곳에', '나를 위해 있어줘', '너와 함께 하는', '나의 모습 간직할게', '지금부터 영원토록 간직할 거야', '햇살 가득한 날', '함께하던 우리의', '모습들을 기억해', '꿈속에서 보던', '아름다운 얘기들을']"
1,행복할 뿐야,"['즐겁던 우리 지난날들이', '이제 다시 하나둘 떠올라', '웃음 짓게 하고', '아쉽던 이별의 그 순간이', '우리들의 눈가를 저어오게 할 때면', '들어봐 우리에게 머무는 노랫소리를', '사랑이 묻어나는 얘기를', '언제나 노래할 수 있는 우리들은', '언제까지나 행복할 뿐이야', '즐겁던 우리 지난날들이', '이제 다시 하나둘 떠올라', '웃음 짓게 하고', '아쉽던 이별의 그 순간이', '우리들의 눈가를 저어오게 할 때면', '들어봐 우리 곁에 머무는 노랫소리를', '사랑이 묻어나는 얘기를', '언제나 노래할 수 있는 우리들은', '언제까지나 행복할 뿐이야', '그 어떤 기쁨도 대신할 수 없어', '우리만의 노랫소리들을', '들어봐 우리 곁에 머무는 노랫소리를', '사랑이 묻어나는 얘기를', '언제나 노래할 수 있는 우리들은', '행복할 뿐이야', '들어봐 우리에게 머무는 노랫소리를', '사랑이 묻어나는 얘기를', '언제나 노래할 수 있는 우리들은', '언제까지나 행복할 뿐이야', '행복할 뿐이야', '행복할 뿐이야', '행복할 뿐이야']"
1,Shy Girl,"['너였다는 걸 알 수 있었어', '네게 맘을 빼앗겼던 건', '아무렇지도 않은 척해도', '너의 볼이 붉게 물들어', '모른 척하던 나의 모습에', '너는 당황하고 있었지', '세련된 너의 작은 얼굴이', '금방이라도 울 것 같아', '순수한 너의 그 모습', '너무 매력적인 걸', '가식적인 나의 맘을', '자꾸만 부끄럽게만 해', '언제까지', 'shy shy shy 수줍은 너의', 'shy shy shy 모습 간직해', '언제나 마음속에 항상', '모른 척하던 나의 모습에', '너는 당황하고 있었지', '세련된 너의 작은 얼굴이', '금방이라도 울 것 같아', '순수한 너의 그 모습', '너무 매력적인 걸', '가식적인 나의 맘을', '자꾸만 부끄럽게만 해', '언제까지', 'shy shy shy 수줍은 너의', 'shy shy shy 모습 간직해', '언제나 마음속에 항상', 'shy shy shy 수줍은 너의', 'shy shy shy 모습 간직해', '언제나', 'shy shy shy 수줍은 너의', 'shy shy shy 모습 간직해', '언제나']"
